,id,text,length,future,present,past,.,!,?,ORG,flesch_score,fleschkincaid_score,gunningfog_score,smog_score,dalechall_score,noun_rate,verb_rate,demonstrative_rate,adjective_rate,adposition_rate,adverb_rate,auxiliary_rate,conjunction_rate,determiner_rate,interjection_rate,numeral_rate,particle_rate,pronoun_rate,proper_noun_rate,punctuation_rate,subordinating_conjunction_rate,symbol_rate,possessive_rate,noun_verb_ratio,noun_ratio,pronoun_noun_ratio,closed_class_word_rate,open_class_word_rate,total_dependency_distance,average_dependency_distance,total_dependencies,average_dependencies,content_density,idea_density,honore_statistic,brunet_index,type_token_ratio,word_length,prop_inflected_verbs,prop_auxiliary_verbs,prop_gerund_verbs,prop_participles,mispelled,alliteration_score,is_passive,syllables,jargon,sentiment_label,sentiment_score,Tentative,PERSON,DATE,Certainty,GPE,Generalizing,Modal,NORP,TIME,CARDINAL,LOC,FAC,WORK_OF_ART,MONEY,PRODUCT,QUANTITY,ORDINAL,LANGUAGE,LAW,EVENT,PERCENT
710,710,"I'm a civilian! You don't have any authority--
",47,0.0,0.014184397163120567,0.0,0.0,1.0,0.0,1.0,86.45000000000002,2.195000000000002,6.6000000000000005,7.168621630094336,11.729899999999999,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333,0.25,27,13.5,8,6.0,0.75,0.08333333333333333,NA,5.202259720982909,1.0,3.25,0.0,2.0,0.0,0.0,0.0,0.2222222222222222,0,1.75,0.0425531914893617,0,0.9996397495269775,,,,,,,,,,,,,,,,,,,,,
711,711,"See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either.
",119,0.004201680672268907,0.0014005602240896359,0.0014005602240896359,1.0,0.0,0.0,,86.70500000000001,3.650000000000002,8.0,8.841846274778883,7.2905,0.07142857142857142,0.07142857142857142,0.0,0.10714285714285714,0.0,0.10714285714285714,0.17857142857142858,0.07142857142857142,0.03571428571428571,0.0,0.0,0.07142857142857142,0.10714285714285714,0.0,0.17857142857142858,0.0,0.0,0.21428571428571427,1.0,0.5,1.5,0.21428571428571427,0.35714285714285715,123,123.0,12,12.0,1.6666666666666667,0.35714285714285715,1399.5258942735852,7.510844323013101,0.7142857142857143,3.5357142857142856,0.5,2.5,0.0,0.0,0.0,0.14285714285714285,1,1.4,0.04201680672268908,0,0.9993333220481873,,,,,,0.0014005602240896359,,,,,,,,,,,,,,,
712,712,"Gotta go get the keys, Riley.
",30,0.0,0.016666666666666666,0.0,1.0,0.0,0.0,1.0,105.09000000000002,-0.6533333333333324,1.2000000000000002,3.1291,9.048633333333333,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.1111111111111111,0.4444444444444444,21,21.0,7,7.0,4.0,0.3333333333333333,NA,4.613836261826039,0.8888888888888888,2.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,0.14285714285714285,0,1.3333333333333333,0.06666666666666667,0,0.9267736077308655,,,,,,,,,,,,,,,,,,,,,
713,713,"Why do they always run?
",24,0.0,0.020833333333333332,0.0,0.0,0.0,1.0,,102.77750000000002,-0.45500000000000007,1.0,3.1291,0.124,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,NA,0.16666666666666666,0.5,16,16.0,5,5.0,3.0,0.5,NA,3.7930392279328475,1.0,3.1666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,0,1.2,0.0,0,0.9937073588371277,,,,,,0.020833333333333332,,,,,,,,,,,,,,,
714,714,"Don't underestimate Death.
",27,0.0,0.018518518518518517,0.0,1.0,0.0,0.0,,7.912499999999994,12.528333333333336,13.933333333333332,7.168621630094336,14.237566666666666,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.4,9,9.0,5,5.0,NA,0.2,NA,3.435225088898748,1.0,4.8,0.0,1.0,0.0,0.0,0.0,0.25,0,2.3333333333333335,0.037037037037037035,1,0.9889022707939148,,,,,,,,,,,,,,,,,,,,,
715,715,"Sy Ableman was a serious man!
",30,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,,76.89000000000003,3.280000000000003,7.866666666666666,7.168621630094336,11.680299999999999,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,NA,1.0,0.0,0.14285714285714285,0.2857142857142857,19,19.0,7,7.0,2.0,0.14285714285714285,NA,4.1021136011601484,1.0,3.4285714285714284,NA,NA,NA,NA,0.03333333333333333,0.14285714285714285,0,1.6666666666666667,0.06666666666666667,1,0.9997377991676331,,1.0,,,,,,,,,,,,,,,,,,,
716,716,"He pours out his soul to me, and from now on we quote: ""I protest, by John Doe.
",80,0.0,0.0125,0.0,1.0,0.0,0.0,,113.10000000000002,-0.27999999999999936,3.6,3.1291,7.591788888888888,0.043478260869565216,0.13043478260869565,0.0,0.0,0.17391304347826086,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.21739130434782608,0.08695652173913043,0.21739130434782608,0.043478260869565216,0.0,0.21739130434782608,0.3333333333333333,0.25,5.0,0.43478260869565216,0.21739130434782608,85,85.0,13,13.0,0.5,0.391304347826087,6898.087275044136,6.571939423415693,0.8695652173913043,2.6956521739130435,0.3333333333333333,0.0,0.0,0.0,0.0,0.10526315789473684,0,1.1111111111111112,0.0,1,0.9894885420799255,,1.0,,,,,,,,,,,,,,,,,,,
717,717,"Bowlers do it in an alley?...Non profit lawyers do it for free... what is it with these people?
",96,0.0,0.010416666666666666,0.0,0.75,0.0,0.25,,110.805,-1.698888888888888,0.8,3.1291,6.3673666666666655,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.0,0.045454545454545456,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.13636363636363635,0.0,0.0,0.2727272727272727,2.5,0.7142857142857143,0.8,0.4090909090909091,0.4090909090909091,51,17.0,10,7.333333333333333,1.0,0.3181818181818182,2936.4903306904002,6.696349946686673,0.8636363636363636,3.5454545454545454,0.0,0.5,0.0,0.0,0.010416666666666666,0.05263157894736842,0,1.3333333333333333,0.03125,0,0.9960156083106995,,,,,,,,,,,,,,,,,,,,,
718,718,"So, how are you doing in Marlboro country? Is the magazine complaining at all?
",79,0.0,0.012658227848101266,0.0,0.0,0.0,1.0,1.0,75.19833333333334,3.9300000000000033,7.5809523809523816,7.793537801064561,6.123680952380952,0.11764705882352941,0.11764705882352941,0.0,0.0,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.0,0.058823529411764705,1.0,0.5,0.5,0.17647058823529413,0.47058823529411764,46,23.0,9,7.5,2.6666666666666665,0.4117647058823529,4533.141350489946,6.007923829376844,0.8823529411764706,3.823529411764706,1.0,1.0,0.0,1.0,0.0,0.13333333333333333,0,1.5714285714285714,0.012658227848101266,0,0.9994146823883057,,,,,,,,,,,,,,,,,,,,,
719,719,"I'm your charity case so buy me somethin' to eat.
",50,0.0,0.006666666666666666,0.0,1.0,0.0,0.0,,100.24000000000002,0.5199999999999996,2.0,3.1291,8.6215,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078,1.5,0.6,1.0,0.23076923076923078,0.46153846153846156,36,36.0,11,11.0,2.0,0.23076923076923078,NA,5.364909695936776,0.9230769230769231,3.076923076923077,0.0,0.5,0.0,0.0,0.0,0.0,0,1.3,0.02,1,0.9893301129341125,,,,,,,,,,,,,,,,,,,,,
720,720,"England prevails, Mr. Finch.
",29,0.0,0.034482758620689655,0.0,1.0,0.0,0.0,,78.58166666666669,2.6300000000000026,0.5333333333333333,3.1291,15.545133333333332,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.16666666666666666,11,11.0,5,5.0,NA,0.16666666666666666,NA,3.7930392279328475,1.0,4.166666666666667,1.0,0.0,0.0,0.0,0.034482758620689655,0.4,0,1.75,0.034482758620689655,1,0.9997047781944275,,0.5,,,0.5,,,,,,,,,,,,,,,,
721,721,"Virgin birth -- ha! An entire religion, built on an oxymoron!
",62,0.0,0.0,0.016129032258064516,0.0,1.0,0.0,,76.55166666666669,3.4100000000000037,5.333333333333334,6.42735559955562,10.117833333333333,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,3.0,0.75,0.0,0.21428571428571427,0.42857142857142855,30,15.0,8,5.5,2.0,0.2857142857142857,3430.7745284998377,5.631723801870992,0.8571428571428571,3.642857142857143,1.0,0.0,0.0,1.0,0.016129032258064516,0.16666666666666666,0,1.7272727272727273,0.016129032258064516,0,0.9815686345100403,,,,,,,,,,,,,,,,,,,,,
722,722,"You'd think they'd build the parking lot of America to go with the Mall of America!
",84,0.007936507936507936,0.0,0.0,0.0,1.0,0.0,0.5,98.25250000000001,1.5425000000000022,3.2,3.1291,6.993925,0.10526315789473684,0.15789473684210525,0.0,0.0,0.15789473684210525,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.0,0.10526315789473684,0.6666666666666666,0.4,1.0,0.3684210526315789,0.2631578947368421,54,54.0,13,13.0,0.7142857142857143,0.3157894736842105,1104.1646171874147,6.575965423631191,0.7894736842105263,3.5789473684210527,0.0,0.6666666666666666,0.0,0.0,0.0,0.17647058823529413,0,1.4375,0.023809523809523808,1,0.9620386958122253,,,,,0.5,,,,,,,,,,,,,,,,
723,723,"Majorek, this is the greatest pianist in Poland, maybe in the whole world. Wladyslaw Szpilman. Meet Majorek.
",109,0.0,0.009174311926605505,0.0,1.0,0.0,0.0,,83.08595588235295,2.7263235294117667,4.052941176470589,5.985473137389441,9.420241176470588,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.0,0.0,0.13636363636363635,2.0,0.6666666666666666,0.5,0.22727272727272727,0.2727272727272727,69,23.0,13,5.666666666666667,1.2,0.2727272727272727,989.1335850746611,7.0727804980591,0.7272727272727273,4.181818181818182,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,1,1.7058823529411764,0.03669724770642202,1,0.9998286962509155,,0.5,,,0.5,,,,,,,,,,,,,,,,
724,724,"I thought I was the liar.
",26,0.0,0.0,0.038461538461538464,1.0,0.0,0.0,,119.19000000000003,-2.619999999999999,1.2000000000000002,3.1291,6.416966666666665,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,1.0,0.5,2.0,0.42857142857142855,0.2857142857142857,18,18.0,6,6.0,0.6666666666666666,0.14285714285714285,1167.5460894331882,4.254019029296772,0.8571428571428571,2.857142857142857,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0,1.0,0.0,0,0.9971176385879517,,,,,,,,,,,,,,,,,,,,,
725,725,"And people like myself and my family are left hung out to dry.
",63,0.0,0.005291005291005291,0.005291005291005291,1.0,0.0,0.0,,96.11442307692309,1.468076923076925,2.6,3.1291,0.32239999999999996,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,1.0,0.5,1.0,0.5,0.35714285714285715,45,45.0,12,12.0,0.7142857142857143,0.5714285714285714,NA,5.514657354265143,0.9285714285714286,3.5714285714285716,1.0,0.5,0.0,1.0,0.0,0.07142857142857142,1,1.2307692307692308,0.0,0,0.9990941286087036,,,,,,,,,,,,,,,,,,,,,
726,726,"I'm gonna get that son of a bitch!
",35,0.0,0.019047619047619046,0.0,0.0,1.0,0.0,,118.17500000000001,-2.2299999999999986,1.6,3.1291,9.756149999999998,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,1.0,0.5,0.5,0.36363636363636365,0.36363636363636365,26,26.0,10,10.0,1.0,0.2727272727272727,NA,5.024671669329011,1.0,2.4545454545454546,0.5,0.5,0.0,0.5,0.0,0.1111111111111111,0,1.125,0.08571428571428572,0,0.987686038017273,,,,,,,,,,,,,,,,,,,,,
727,727,"You failed because you had the wrong dream.
",44,0.0,0.0,0.022727272727272728,1.0,0.0,0.0,,107.60000000000001,-0.754999999999999,1.6,3.1291,0.1984,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.5,0.3333333333333333,2.0,0.3333333333333333,0.4444444444444444,22,22.0,8,8.0,1.3333333333333333,0.3333333333333333,NA,4.613836261826039,0.8888888888888888,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.125,0.0,0,0.9992495179176331,,,,,,,,,,,,,,,,,,,,,
728,728,"Don't be too sure. Just because I wear a uniform -- that doesn't make me a Girl Scout.
",87,0.0,0.006896551724137931,0.0,1.0,0.0,0.0,,106.53039215686276,-0.19176470588235084,2.266666666666667,3.1291,6.704037254901961,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091,0.13636363636363635,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.13636363636363635,0.0,0.13636363636363635,0.045454545454545456,0.0,0.18181818181818182,1.5,0.6,1.0,0.22727272727272727,0.36363636363636365,66,33.0,12,8.0,1.6,0.22727272727272727,1957.6602204602661,6.696349946686673,0.7727272727272727,3.1363636363636362,0.0,1.5,0.0,0.0,0.011494252873563218,0.2631578947368421,1,1.2777777777777777,0.022988505747126436,0,0.9994829893112183,,,,,,,,,,,,,,,,,,,,,
729,729,"Actually, I don't really remember being born. It musta happened during one of my blackouts.
",92,0.0,0.003623188405797101,0.005434782608695652,1.0,0.0,0.0,,66.40000000000003,5.240000000000002,7.333333333333335,7.793537801064561,8.095166666666666,0.05263157894736842,0.15789473684210525,0.0,0.0,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.15789473684210525,0.3333333333333333,0.25,3.0,0.2631578947368421,0.3157894736842105,55,27.5,11,7.5,1.2,0.3684210526315789,5299.99016249959,6.218981103810117,0.9473684210526315,4.052631578947368,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.25,1,1.6666666666666667,0.021739130434782608,0,0.9994022846221924,,,,,,,,,,,,,,,,,,,,,
730,730,"That MCP, you know, that's half the problem right --
",53,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.5,103.70000000000002,1.0311111111111124,3.6,3.1291,7.591788888888888,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.0,0.0,0.15384615384615385,2.0,0.6666666666666666,1.0,0.38461538461538464,0.3076923076923077,48,48.0,8,8.0,0.8,0.15384615384615385,3077.9392289538423,5.48607435538278,0.8461538461538461,3.3076923076923075,0.0,1.0,0.0,0.0,0.03773584905660377,0.18181818181818182,0,1.1,0.03773584905660377,0,0.9503033757209778,,,,,,,,,,0.5,,,,,,,,,,,
731,731,"It's time we were away.
",24,0.0,0.020833333333333332,0.020833333333333332,1.0,0.0,0.0,,119.69750000000002,-2.8149999999999995,1.0,3.1291,0.124,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,NA,1.0,2.0,0.2857142857142857,0.2857142857142857,16,16.0,5,5.0,1.0,0.14285714285714285,NA,4.1021136011601484,0.8571428571428571,2.7142857142857144,NA,NA,NA,NA,0.0,0.0,0,1.2,0.041666666666666664,0,0.9571816921234131,,,,,,,,,,,,,,,,,,,,,
732,732,"I don't believe the FBI currently has an investigation unit qualified to pursue the evidence in hand.
",102,0.0,0.00392156862745098,0.00196078431372549,1.0,0.0,0.0,1.0,58.8663235294118,7.1602941176470605,10.458823529411767,10.125756701596842,11.488688235294116,0.21052631578947367,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.15789473684210525,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.10526315789473684,1.3333333333333333,0.5714285714285714,0.25,0.2631578947368421,0.47368421052631576,51,51.0,14,14.0,1.8,0.3157894736842105,5299.99016249959,6.218981103810117,0.9473684210526315,4.473684210526316,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0,1.7647058823529411,0.00980392156862745,0,0.9992129802703857,,,,,,,,,,,,,,,,,,,,,
733,733,"Last I checked--this was still a free country.
",47,0.0,0.0,0.02127659574468085,1.0,0.0,0.0,,108.26750000000001,-0.7238888888888866,1.8,3.1291,0.22319999999999998,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.36363636363636365,1.0,0.5,2.0,0.2727272727272727,0.45454545454545453,44,44.0,8,8.0,1.6666666666666667,0.36363636363636365,NA,5.024671669329011,1.0,3.5454545454545454,1.0,1.0,0.0,0.0,0.0,0.2222222222222222,0,1.375,0.0,0,0.8105307817459106,,,,,,,,,,,,,,,,,,,,,
734,734,"Just for the future, when a woman's crying like that, she's not having any fun!
",80,0.0,0.0125,0.0,0.0,1.0,0.0,,92.06250000000001,2.281666666666668,3.0,3.1291,5.061166666666667,0.15,0.1,0.05,0.0,0.1,0.1,0.1,0.0,0.15,0.0,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.1,1.5,0.6,0.6666666666666666,0.35,0.35,82,82.0,11,11.0,1.0,0.3,2696.15904619859,6.420164280370741,0.9,3.25,1.0,1.0,0.0,1.0,0.0,0.0625,0,1.4,0.025,0,0.9988823533058167,,,,,,,,,,,,,,,,,,,,,
735,735,"Stop pointing your fuckin gun at daddy!
",40,0.0,0.025,0.0,0.0,1.0,0.0,,106.59678571428573,-0.7392857142857139,1.4000000000000001,3.1291,6.065814285714286,0.375,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,1.5,0.6,0.3333333333333333,0.25,0.625,21,21.0,8,8.0,2.5,0.375,NA,4.373186982084907,1.0,4.125,1.0,0.0,0.5,0.0,0.0,0.125,0,1.4285714285714286,0.025,0,0.9980218410491943,,,,,,,,,,,,,,,,,,,,,
736,736,"Why do you always watch that shit?
",35,0.0,0.02857142857142857,0.0,0.0,0.0,1.0,,106.59678571428573,-0.7392857142857139,1.4000000000000001,3.1291,6.065814285714286,0.125,0.125,0.125,0.0,0.0,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,1.0,0.5,1.0,0.25,0.5,21,21.0,7,7.0,2.0,0.375,NA,4.373186982084907,1.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0,1.1428571428571428,0.0,0,0.9957901835441589,,,,,,0.014285714285714285,,,,,,,,,,,,,,,
737,737,"If he could've that's what he would have said.
",47,0.010638297872340425,0.010638297872340425,0.005319148936170213,1.0,0.0,0.0,,117.66750000000002,-2.0349999999999984,1.8,3.1291,5.614144444444444,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,NA,0.3333333333333333,0.16666666666666666,34,34.0,8,8.0,0.5,0.16666666666666666,2733.3973147667994,5.327806908550733,0.8333333333333334,3.1666666666666665,1.0,2.0,0.0,0.5,0.0,0.2,0,1.1111111111111112,0.0425531914893617,0,0.9979555606842041,,,,,,,0.005319148936170213,,,,,,,,,,,,,,
738,738,"A tale more horrible than all the rest combined!
",49,0.0,0.0,0.02040816326530612,0.0,1.0,0.0,,89.46750000000003,1.8983333333333352,6.2444444444444445,7.168621630094336,7.368588888888889,0.2,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,2.0,0.6666666666666666,0.0,0.4,0.5,25,25.0,9,9.0,1.25,0.4,NA,4.829605387205156,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1.4444444444444444,0.0,0,0.9997085928916931,,,,,,,,,,,,,,,,,,,,,
739,739,"I hate to break up the staff meeting, but THEY'RE HERE!
",56,0.0,0.011904761904761904,0.0,0.0,1.0,0.0,,108.96159090909092,-0.5722727272727273,2.2,3.1291,6.780209090909091,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,1.0,0.5,1.0,0.35714285714285715,0.35714285714285715,47,47.0,12,12.0,1.0,0.35714285714285715,NA,5.514657354265143,1.0,3.2142857142857144,0.0,0.5,0.0,0.0,0.0,0.08333333333333333,0,1.1818181818181819,0.05357142857142857,1,0.9996131062507629,,,,,,,,,,,,,,,,,,,,,
740,740,"I just called ""Elaine's"" and talked to her to see who was in there last night.
",79,0.0,0.0,0.00949367088607595,1.0,0.0,0.0,,114.11500000000001,-0.6699999999999982,3.2,3.1291,5.020174999999999,0.05,0.15,0.05,0.05,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.1,0.15,0.05,0.15,0.0,0.0,0.2,0.3333333333333333,0.25,3.0,0.3,0.35,57,57.0,15,15.0,1.1666666666666667,0.45,2696.15904619859,6.420164280370741,0.9,3.15,0.6666666666666666,0.3333333333333333,0.0,0.0,0.012658227848101266,0.058823529411764705,0,1.125,0.012658227848101266,1,0.9180681109428406,,0.5,,,,,,,0.5,,,,,,,,,,,,
741,741,"Elves and men and orcses.
",26,0.0,0.0,0.0,1.0,0.0,0.0,,102.77750000000002,-0.45500000000000007,1.0,3.1291,10.076500000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,NA,1.0,0.0,0.3333333333333333,0.5,14,14.0,4,4.0,1.5,0.3333333333333333,895.8797346140277,3.950660217403698,0.8333333333333334,3.5,NA,NA,NA,NA,0.0,0.16666666666666666,0,1.2,0.07692307692307693,0,0.8489717841148376,,,,,,,,,,,,,,,,,,,,,
742,742,"White Russian, no ice, hold the vodka and Kahlua.
",50,0.0,0.02,0.0,1.0,0.0,0.0,,108.26750000000001,-0.7238888888888866,1.8,3.1291,9.123033333333334,0.25,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16666666666666666,3.0,0.75,0.0,0.25,0.5,31,31.0,8,8.0,2.0,0.3333333333333333,2733.3973147667994,5.327806908550733,0.9166666666666666,3.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.1,0,1.4444444444444444,0.04,0,0.9931060671806335,,,,,0.5,,,0.5,,,,,,,,,,,,,
743,743,"You be careful out among them English.
",39,0.0,0.0,0.01282051282051282,1.0,0.0,0.0,,106.59678571428573,-0.7392857142857139,1.4000000000000001,3.1291,0.1736,0.0,0.0,0.0,0.125,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.375,NA,,NA,0.5,0.125,20,20.0,8,8.0,0.25,0.375,NA,4.373186982084907,1.0,4.0,NA,NA,NA,NA,0.0,0.0,0,1.4285714285714286,0.0,0,0.9743688106536865,,,,,,,,,,,,,,,,,,1.0,,,
744,744,"What's the other name?
",23,0.0,0.043478260869565216,0.0,0.0,0.0,1.0,,120.20500000000001,-3.01,0.8,3.1291,0.0992,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,NA,1.0,1.0,0.3333333333333333,0.3333333333333333,14,14.0,6,6.0,1.0,0.16666666666666666,NA,3.7930392279328475,1.0,3.1666666666666665,NA,NA,NA,NA,0.0,0.0,0,1.5,0.043478260869565216,0,0.9961857199668884,,,,,,,,,,,,,,,,,,,,,
745,745,"Now there's an intelligently biting remark wrought with wit and irony.
",71,0.0,0.014084507042253521,0.0,1.0,0.0,0.0,,78.19795454545455,3.7186363636363637,5.836363636363637,7.168621630094336,9.65111818181818,0.3076923076923077,0.15384615384615385,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,2.0,0.6666666666666666,0.25,0.3076923076923077,0.6153846153846154,32,32.0,12,12.0,2.0,0.46153846153846156,NA,5.364909695936776,1.0,4.615384615384615,1.0,0.0,0.0,0.5,0.0,0.16666666666666666,0,1.7272727272727273,0.014084507042253521,1,0.9998470544815063,,,,,,,,,,,,,,,,,,,,,
746,746,"I recommend amputation.
",24,0.0,0.041666666666666664,0.0,1.0,0.0,0.0,,-20.287499999999966,16.46166666666667,27.266666666666666,8.841846274778883,14.237566666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,1.0,0.5,1.0,0.25,0.5,6,6.0,4,4.0,2.0,0.25,NA,3.0127333051006895,1.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6666666666666665,0.041666666666666664,1,0.8569594621658325,,,,,,,,,,,,,,,,,,,,,
