a_id,b_id,score,label
arg35697,arg35731,0.8110238909721375,2
arg35688,arg35655,0.10555128008127213,1
arg35584,arg35731,0.15358847379684448,1
arg35697,arg35642,0.1148841455578804,1
arg35650,arg35619,0.8292362093925476,2
arg35642,arg35746,0.8842921853065491,2
arg35642,arg35698,0.8570173978805542,2
arg35609,arg35629,0.8218564391136169,2
arg35609,arg35731,0.8440937399864197,2
arg35623,arg35584,0.8152811527252197,2
arg35655,arg35697,0.7997781038284302,2
arg35759,arg35664,0.8350321054458618,2
arg35629,arg35759,0.34264203906059265,2
arg35720,arg35698,0.828453004360199,2
arg35666,arg35747,0.14671415090560913,1
arg35720,arg35697,0.7771551012992859,2
arg35700,arg35623,0.1507408171892166,1
arg35676,arg35750,0.15603643655776978,1
arg35698,arg35619,0.8708922266960144,2
arg35585,arg35716,0.7484340071678162,2
arg35700,arg35655,0.12872716784477234,1
arg35700,arg35619,0.8547332882881165,2
arg35714,arg35619,0.8729895353317261,2
arg35609,arg35693,0.8269210457801819,2
arg35750,arg35629,0.7599915862083435,2
arg35585,arg35750,0.1303810179233551,1
arg35716,arg35750,0.08963747322559357,1
arg35642,arg35629,0.8611249923706055,2
arg35636,arg35726,0.8343496322631836,2
arg35655,arg35666,0.8185986876487732,2
arg35666,arg35731,0.326669305562973,2
arg35697,arg35609,0.17692849040031433,1
arg35638,arg35584,0.8372736573219299,2
arg35726,arg35638,0.12028461694717407,1
arg35751,arg35693,0.7668185830116272,2
arg35615,arg35726,0.8405407667160034,2
arg35619,arg35746,0.15307031571865082,1
arg35750,arg35688,0.8685224056243896,2
arg35700,arg35746,0.16507993638515472,1
arg35750,arg35726,0.889337956905365,2
arg35693,arg35746,0.13965030014514923,1
arg35640,arg35732,0.7701380252838135,2
arg35666,arg35585,0.13587313890457153,1
arg35720,arg35746,0.838760495185852,2
arg35666,arg35759,0.16774579882621765,1
arg35688,arg35676,0.18864881992340088,2
arg35700,arg35584,0.8092489242553711,2
arg35688,arg35731,0.1681527942419052,1
arg35655,arg35638,0.7985661029815674,2
arg35643,arg35640,0.1443803459405899,1
arg35584,arg35655,0.09614446759223938,1
arg35726,arg35584,0.2335941195487976,1
arg35636,arg35746,0.3029024302959442,1
arg35716,arg35751,0.13230584561824799,1
arg35619,arg35731,0.15737827122211456,1
arg35693,arg35688,0.5067582130432129,2
arg35650,arg35751,0.14174431562423706,1
arg35666,arg35650,0.6261914372444153,2
arg35642,arg35655,0.8356897830963135,2
arg35693,arg35584,0.7865895628929138,2
arg35609,arg35642,0.11891097575426102,1
arg35640,arg35635,0.8430222868919373,2
arg35584,arg35585,0.10929736495018005,1
arg35647,arg35720,0.1563827395439148,1
arg35643,arg35584,0.8262718319892883,2
arg35584,arg35629,0.14457136392593384,1
arg35585,arg35676,0.7345402240753174,2
arg35609,arg35747,0.771941065788269,2
arg35619,arg35638,0.1253344714641571,1
arg35698,arg35635,0.821487307548523,2
arg35697,arg35585,0.4891807734966278,2
arg35647,arg35584,0.8539167046546936,2
arg35655,arg35698,0.8322481513023376,2
arg35655,arg35732,0.8613495826721191,2
arg35688,arg35726,0.7538692951202393,2
arg35585,arg35714,0.724602460861206,2
arg35676,arg35619,0.8798298239707947,2
arg35643,arg35635,0.8089870810508728,2
arg35720,arg35635,0.897143542766571,2
arg35750,arg35636,0.7913407683372498,2
arg35698,arg35636,0.18346014618873596,1
arg35731,arg35726,0.761151134967804,2
arg35693,arg35666,0.12547501921653748,1
arg35751,arg35619,0.8853009343147278,2
arg35640,arg35751,0.323067307472229,1
arg35642,arg35714,0.8795913457870483,2
arg35697,arg35751,0.4539456069469452,1
arg35697,arg35700,0.8030548095703125,2
arg35584,arg35732,0.15358847379684448,1
arg35623,arg35640,0.11810105293989182,0
arg35619,arg35747,0.10548938810825348,1
arg35751,arg35655,0.19708533585071564,1
arg35700,arg35650,0.4445585310459137,2
arg35697,arg35747,0.725507378578186,2
arg35714,arg35638,0.2150537371635437,1
arg35629,arg35655,0.149179145693779,1
arg35638,arg35640,0.20959489047527313,1
arg35638,arg35716,0.7868887186050415,2
arg35716,arg35759,0.1756734400987625,1
arg35666,arg35698,0.13098807632923126,1
arg35697,arg35650,0.8174364566802979,2
arg35726,arg35732,0.13074751198291779,1
arg35642,arg35700,0.8689062595367432,2
arg35629,arg35640,0.1435585469007492,1
arg35750,arg35751,0.7667444944381714,2
arg35693,arg35759,0.18934960663318634,1
arg35643,arg35747,0.17021992802619934,1
arg35635,arg35676,0.12899646162986755,1
arg35716,arg35642,0.0772005245089531,1
arg35732,arg35619,0.8397784233093262,0
arg35666,arg35751,0.12941470742225647,1
arg35643,arg35655,0.14900951087474823,1
arg35688,arg35759,0.19056347012519836,1
arg35609,arg35746,0.8341798782348633,2
arg35629,arg35714,0.4768539071083069,1
arg35688,arg35716,0.1676216423511505,1
arg35664,arg35619,0.8406911492347717,2
arg35647,arg35650,0.8371243476867676,2
arg35716,arg35720,0.1034952849149704,1
arg35731,arg35746,0.16733364760875702,1
arg35726,arg35716,0.14571745693683624,1
arg35714,arg35636,0.2185765951871872,1
arg35747,arg35642,0.10369245707988739,1
arg35688,arg35640,0.1202765479683876,1
arg35629,arg35623,0.6532461643218994,2
arg35619,arg35750,0.07700305432081223,1
arg35629,arg35666,0.2215246856212616,2
arg35698,arg35609,0.13704201579093933,1
arg35636,arg35697,0.2166510671377182,0
arg35643,arg35750,0.13894468545913696,1
arg35623,arg35716,0.5576696991920471,2
arg35655,arg35746,0.8381611704826355,2
arg35716,arg35584,0.6127925515174866,2
arg35688,arg35619,0.8340343236923218,2
arg35629,arg35697,0.1939375251531601,1
arg35666,arg35688,0.40697169303894043,2
arg35640,arg35647,0.2885076105594635,2
arg35585,arg35638,0.268173485994339,1
arg35698,arg35638,0.1724117547273636,1
arg35664,arg35643,0.1523643136024475,1
arg35726,arg35629,0.1019965335726738,1
arg35584,arg35698,0.09533268213272095,1
arg35629,arg35716,0.7191646695137024,2
arg35636,arg35655,0.18784084916114807,1
arg35731,arg35640,0.12300045043230057,1
arg35664,arg35609,0.08376814424991608,1
arg35688,arg35635,0.6066896915435791,2
arg35726,arg35751,0.12028171122074127,1
arg35629,arg35585,0.2818007171154022,2
arg35635,arg35751,0.12606970965862274,1
arg35731,arg35638,0.14619140326976776,1
arg35676,arg35584,0.8098863363265991,2
arg35629,arg35720,0.12545731663703918,1
arg35609,arg35666,0.7986173033714294,2
arg35643,arg35720,0.113198421895504,1
arg35640,arg35720,0.16922414302825928,1
arg35700,arg35664,0.8184869289398193,2
arg35638,arg35697,0.3002905547618866,1
arg35726,arg35642,0.053345661610364914,1
arg35629,arg35693,0.7424253821372986,2
arg35584,arg35688,0.14804379642009735,1
arg35619,arg35693,0.13430754840373993,1
arg35750,arg35642,0.16709329187870026,2
arg35619,arg35609,0.0674428641796112,1
arg35635,arg35636,0.1385362148284912,1
arg35666,arg35642,0.06857778131961823,1
arg35666,arg35676,0.1440129280090332,0
arg35647,arg35642,0.11060326546430588,1
arg35747,arg35647,0.44138452410697937,2
arg35636,arg35731,0.6951017379760742,2
arg35732,arg35750,0.10068200528621674,1
arg35726,arg35747,0.09959182143211365,1
arg35746,arg35676,0.5448176264762878,2
arg35647,arg35714,0.8311218023300171,2
arg35732,arg35636,0.15823858976364136,1
arg35619,arg35615,0.12022243440151215,1
arg35650,arg35664,0.6282033920288086,2
arg35746,arg35638,0.1546110212802887,1
arg35746,arg35615,0.21483030915260315,1
arg35747,arg35629,0.3259807229042053,1
arg35619,arg35635,0.4708469808101654,0
arg35650,arg35676,0.14396175742149353,1
arg35714,arg35693,0.37346726655960083,0
arg35726,arg35623,0.1263941526412964,2
arg35664,arg35635,0.5606700778007507,1
arg35636,arg35585,0.16643033921718597,1
arg35697,arg35584,0.8322609663009644,2
arg35747,arg35655,0.20409615337848663,2
arg35642,arg35693,0.8797852396965027,0
arg35609,arg35655,0.48270946741104126,2
arg35732,arg35746,0.16733364760875702,1
arg35623,arg35676,0.17376460134983063,0
arg35584,arg35619,0.7808692455291748,0
arg35623,arg35638,0.14446797966957092,1
arg35643,arg35714,0.6653016805648804,2
arg35664,arg35636,0.13975678384304047,0
arg35700,arg35693,0.22025714814662933,1
arg219279,arg219220,0.8809463381767273,2
arg219292,arg219227,0.9596649408340454,2
arg219307,arg219274,0.9444669485092163,2
arg219256,arg219228,0.025891348719596863,1
arg219210,arg219279,0.9068753719329834,2
arg219461,arg219220,0.9503394961357117,2
arg219212,arg219313,0.06469537317752838,1
arg219255,arg219204,0.9559800028800964,2
arg219254,arg219255,0.034588031470775604,1
arg219256,arg219292,0.03115013986825943,1
arg219285,arg219307,0.061189282685518265,1
arg219269,arg219285,0.9427210092544556,2
arg219288,arg219279,0.9383400678634644,2
arg219288,arg219270,0.8876744508743286,2
arg219270,arg219239,0.03065038099884987,1
arg219279,arg219313,0.04177049174904823,1
arg219255,arg219220,0.9502840638160706,2
arg219204,arg219295,0.02636920101940632,1
arg219295,arg219292,0.11202885955572128,1
arg219213,arg219461,0.1030341237783432,1
arg219232,arg219313,0.06365538388490677,1
arg219241,arg219239,0.03180325776338577,1
arg219204,arg219292,0.031598761677742004,1
arg219220,arg219210,0.03310327231884003,1
arg219282,arg219256,0.9580000042915344,2
arg219254,arg219282,0.03317869082093239,1
arg219295,arg219269,0.08316312730312347,1
arg219295,arg219246,0.9081044793128967,2
arg219262,arg219270,0.9324424266815186,2
arg219461,arg219227,0.9446379542350769,2
arg219278,arg219292,0.034925226122140884,1
arg219288,arg219204,0.9668306112289429,2
arg219292,arg219233,0.9441190361976624,2
arg219218,arg219233,0.8711251616477966,2
arg219262,arg219285,0.949296772480011,2
arg219227,arg219255,0.029839737340807915,1
arg219279,arg219292,0.03966052085161209,1
arg219278,arg219270,0.06880281120538712,1
arg219461,arg219292,0.09264838695526123,1
arg219282,arg219274,0.9141140580177307,2
arg219254,arg219295,0.03261233866214752,1
arg219233,arg219275,0.04179541394114494,1
arg219275,arg219232,0.9212778806686401,2
arg219228,arg219212,0.9235660433769226,2
arg219204,arg219275,0.02742798998951912,1
arg219279,arg219307,0.0419558510184288,1
arg219307,arg219256,0.9583288431167603,2
arg219239,arg219212,0.9446279406547546,2
arg219228,arg219220,0.9422494769096375,2
arg219269,arg219218,0.9468777775764465,2
arg219228,arg219254,0.9464250206947327,2
arg219278,arg219275,0.03309131786227226,1
arg219261,arg219204,0.934403121471405,2
arg219285,arg219239,0.034129634499549866,1
arg219307,arg219212,0.9435949325561523,2
arg219212,arg219262,0.05933617055416107,1
arg219204,arg219241,0.1056598573923111,1
arg219220,arg219313,0.02799941599369049,1
arg219307,arg219232,0.9239354729652405,2
arg219210,arg219461,0.7655783295631409,2
arg219270,arg219275,0.039063163101673126,1
arg219212,arg219261,0.16276432573795319,1
arg219241,arg219269,0.0403803214430809,1
arg219307,arg219220,0.9501850605010986,2
arg219220,arg219269,0.024141546338796616,1
arg219227,arg219295,0.032813068479299545,1
arg219228,arg219233,0.9533289074897766,2
arg219461,arg219204,0.9522298574447632,2
arg219278,arg219295,0.0435636080801487,1
arg219282,arg219246,0.949181854724884,2
arg219256,arg219275,0.02944435365498066,1
arg219218,arg219239,0.033430006355047226,1
arg219204,arg219232,0.07134469598531723,1
arg219218,arg219275,0.040740299969911575,1
arg219220,arg219285,0.0408649705350399,1
arg219210,arg219246,0.9276999235153198,2
arg219239,arg219220,0.9583753943443298,2
arg219292,arg219246,0.9490866661071777,2
arg219241,arg219210,0.0678933635354042,1
arg219233,arg219239,0.037257783114910126,1
arg219256,arg219295,0.03172239661216736,1
arg219210,arg219278,0.9462641477584839,2
arg219262,arg219256,0.9565207958221436,2
arg219269,arg219246,0.9624760150909424,2
arg219262,arg219279,0.9557004570960999,2
arg219288,arg219246,0.9596723318099976,2
arg219269,arg219233,0.9620432257652283,2
arg219278,arg219218,0.09442321956157684,1
arg219295,arg219239,0.06237788498401642,1
arg219233,arg219262,0.04395627602934837,1
arg219261,arg219307,0.04944486543536186,1
arg219282,arg219220,0.9554563760757446,2
arg219246,arg219204,0.9099124073982239,2
arg219288,arg219218,0.9350705742835999,2
arg219282,arg219261,0.8492123484611511,2
arg219204,arg219270,0.0484105683863163,1
arg219255,arg219274,0.8754960298538208,2
arg219241,arg219275,0.03853854909539223,1
arg219255,arg219256,0.9500356912612915,2
arg219282,arg219213,0.9211158156394958,2
arg219313,arg219254,0.9393736124038696,2
arg219307,arg219227,0.9407013058662415,2
arg219292,arg219285,0.9445385932922363,2
arg219275,arg219212,0.9315391778945923,2
arg219288,arg219220,0.9584729671478271,2
arg219262,arg219241,0.9593629240989685,2
arg219228,arg219241,0.9183765053749084,2
arg219275,arg219220,0.9515331983566284,2
arg219212,arg219282,0.07320892065763474,1
arg219269,arg219278,0.9613023400306702,2
arg219228,arg219204,0.932138204574585,2
arg219204,arg219233,0.1430290937423706,1
arg219282,arg219233,0.9494525790214539,2
arg219262,arg219227,0.9557804465293884,2
arg219218,arg219241,0.8486328721046448,2
arg219288,arg219274,0.9290261268615723,2
arg219228,arg219279,0.8960222005844116,2
arg219262,arg219254,0.953551173210144,2
arg219275,arg219246,0.9617300629615784,2
arg219288,arg219278,0.9554862976074219,2
arg219233,arg219212,0.13596701622009277,1
arg219218,arg219292,0.051414359360933304,1
arg219262,arg219204,0.9436349272727966,2
arg219269,arg219261,0.9197251796722412,2
arg219279,arg219275,0.034702714532613754,1
arg219261,arg219239,0.03171200677752495,1
arg219227,arg219246,0.15133410692214966,1
arg219233,arg219210,0.058215122669935226,1
arg219288,arg219256,0.9628069996833801,2
arg219233,arg219278,0.1142103523015976,1
arg219239,arg219232,0.9196068644523621,2
arg219232,arg219282,0.06971411406993866,1
arg219227,arg219239,0.025003448128700256,1
arg219218,arg219270,0.10525848716497421,1
arg219307,arg219204,0.9295724034309387,2
arg219270,arg219282,0.05915636941790581,1
arg219256,arg219239,0.024473022669553757,1
arg219288,arg219212,0.9328575730323792,2
arg219269,arg219204,0.9617955684661865,2
arg219218,arg219255,0.06593522429466248,1
arg219210,arg219285,0.8887974619865417,2
arg219241,arg219278,0.8711708784103394,2
arg219307,arg219295,0.8933638334274292,2
arg219307,arg219218,0.9435486793518066,2
arg219233,arg219295,0.05127784237265587,1
arg219288,arg219295,0.8849889039993286,2
arg219232,arg219220,0.928631603717804,2
arg219232,arg219269,0.047793563455343246,1
arg219461,arg219228,0.0761643499135971,1
arg219269,arg219274,0.9413591623306274,2
arg219256,arg219213,0.03961171209812164,1
arg219274,arg219275,0.041621048003435135,1
arg219262,arg219278,0.9119503498077393,2
arg219212,arg219269,0.04362475499510765,1
arg219279,arg219269,0.02831306681036949,1
arg219204,arg219285,0.05209624022245407,1
arg219261,arg219275,0.03472086042165756,1
arg219212,arg219255,0.07579599320888519,1
arg219274,arg219278,0.8267151713371277,2
arg219254,arg219269,0.027190402150154114,1
arg219233,arg219285,0.06785723567008972,1
arg219228,arg219274,0.9101660251617432,2
arg219256,arg219269,0.02414078079164028,1
arg219220,arg219262,0.02766958437860012,1
arg219261,arg219228,0.05921981483697891,1
arg219228,arg219278,0.9512825012207031,2
arg219227,arg219228,0.024587446823716164,1
arg219256,arg219285,0.046973828226327896,1
arg219213,arg219295,0.08382497727870941,1
arg219307,arg219461,0.9028040766716003,2
arg219204,arg219279,0.09627263247966766,1
arg219210,arg219256,0.9503552317619324,2
arg219262,arg219218,0.9583780169487,2
arg219239,arg219279,0.9413614869117737,2
arg219256,arg219313,0.027822578325867653,1
arg219233,arg219461,0.09132856875658035,1
arg219232,arg219228,0.04383515566587448,1
arg219227,arg219288,0.02582554705440998,1
arg219204,arg219239,0.02554478496313095,1
arg219239,arg219274,0.9460479617118835,2
arg219461,arg219269,0.0859871506690979,1
arg219269,arg219213,0.9290332198143005,2
arg219239,arg219313,0.8761985301971436,2
arg219213,arg219275,0.04658433422446251,1
arg219256,arg219212,0.10141406208276749,1
arg219210,arg219212,0.8454248309135437,2
arg219210,arg219204,0.9583081603050232,2
arg219255,arg219278,0.9483500123023987,2
arg219220,arg219261,0.061401672661304474,1
arg219275,arg219295,0.8861796855926514,2
arg219278,arg219239,0.025519054383039474,1
arg219246,arg219239,0.035972900688648224,1
arg219292,arg219213,0.9483960866928101,2
arg219261,arg219262,0.04891271889209747,1
arg219307,arg219246,0.9613088369369507,2
arg219228,arg219270,0.8108947277069092,2
arg219313,arg219241,0.9400727152824402,2
arg219270,arg219307,0.06064283475279808,1
arg219220,arg219295,0.027143772691488266,1
arg219254,arg219275,0.02734217792749405,1
arg219232,arg219288,0.0418885238468647,1
arg219220,arg219270,0.05575228109955788,1
arg219233,arg219255,0.05551031231880188,1
arg219213,arg219307,0.054246317595243454,1
arg219256,arg219241,0.16251222789287567,1
arg219307,arg219254,0.9291629791259766,2
arg219261,arg219279,0.8310777544975281,2
arg219210,arg219218,0.9329071640968323,2
arg219288,arg219285,0.9198072552680969,2
arg219232,arg219292,0.06088896095752716,1
arg219262,arg219213,0.9465574622154236,2
arg219228,arg219246,0.9542281031608582,2
arg219307,arg219241,0.9546452164649963,2
arg219274,arg219262,0.041309624910354614,1
arg219274,arg219220,0.8674287796020508,2
arg219313,arg219204,0.9648296236991882,2
arg219261,arg219292,0.052492089569568634,1
arg219232,arg219255,0.0791507139801979,1
arg219241,arg219220,0.9090781807899475,2
arg219261,arg219288,0.03543495759367943,1
arg219256,arg219461,0.052341341972351074,1
arg219285,arg219227,0.9395256042480469,2
arg219254,arg219210,0.03512120619416237,1
arg219218,arg219220,0.9270687103271484,2
arg219461,arg219274,0.8496097326278687,2
arg219220,arg219233,0.15345457196235657,1
arg219233,arg219307,0.05359930172562599,1
arg219241,arg219261,0.1289578378200531,1
arg219285,arg219228,0.05744529142975807,1
arg219254,arg219241,0.13413885235786438,1
arg219227,arg219274,0.1394466757774353,1
arg219232,arg219233,0.8759784698486328,2
arg219261,arg219256,0.9068371057510376,2
arg219210,arg219295,0.5986210107803345,2
arg219270,arg219269,0.04800541326403618,1
arg219461,arg219218,0.8597809672355652,2
arg219261,arg219254,0.898468554019928,2
arg219204,arg219213,0.043943386524915695,1
arg219288,arg219213,0.9224048256874084,2
arg219227,arg219212,0.11470852792263031,1
arg219232,arg219210,0.07734543085098267,1
arg219227,arg219210,0.031688205897808075,1
arg219233,arg219261,0.118695929646492,1
arg219212,arg219292,0.06511715054512024,1
arg219232,arg219256,0.9136101007461548,2
arg219278,arg219307,0.03931504860520363,1
arg219275,arg219227,0.951888382434845,2
arg219282,arg219241,0.9604912400245667,2
arg219210,arg219274,0.8931154012680054,2
arg219282,arg219278,0.9519967436790466,2
arg219461,arg219262,0.07116202265024185,1
arg219262,arg219246,0.9603973627090454,2
arg219220,arg219292,0.031468335539102554,1
arg219210,arg219213,0.8435980081558228,2
arg219461,arg219275,0.06756395846605301,1
arg219254,arg219239,0.024198342114686966,1
arg219288,arg219254,0.9574896693229675,2
arg219255,arg219269,0.12099560350179672,1
arg219278,arg219279,0.1218346506357193,1
arg219254,arg219279,0.13180121779441833,1
arg219246,arg219279,0.7214247584342957,2
arg219279,arg219233,0.7905703783035278,2
arg219204,arg219274,0.0917978435754776,1
arg219204,arg219212,0.08370563387870789,1
arg219246,arg219313,0.05452051758766174,1
arg219285,arg219275,0.04234367236495018,1
arg219246,arg219255,0.06451531499624252,1
arg219307,arg219255,0.8583844304084778,2
arg219254,arg219227,0.8545642495155334,2
arg219241,arg219292,0.0487980954349041,1
arg219307,arg219313,0.8473832011222839,2
arg219218,arg219227,0.9314366579055786,2
arg219213,arg219227,0.9327618479728699,2
arg219274,arg219261,0.12940606474876404,1
arg219228,arg219218,0.9295458197593689,2
arg219461,arg219239,0.05655820667743683,1
arg219227,arg219282,0.03333533555269241,1
arg219285,arg219246,0.9151828289031982,2
arg219313,arg219233,0.9257796406745911,2
arg219218,arg219204,0.9343266487121582,2
arg219241,arg219246,0.8408305048942566,2
arg219270,arg219210,0.0782882422208786,1
arg219232,arg219254,0.8964191675186157,2
arg219255,arg219292,0.13745112717151642,1
arg219313,arg219274,0.898525595664978,2
arg219262,arg219232,0.9395409822463989,2
arg219213,arg219255,0.05242084711790085,1
arg219275,arg219255,0.8546757102012634,2
arg219204,arg219282,0.03371141478419304,1
arg219288,arg219241,0.9614494442939758,2
arg219227,arg219270,0.07717223465442657,1
arg219261,arg219246,0.8838818669319153,2
arg219204,arg219254,0.14712998270988464,1
arg219274,arg219241,0.2383701205253601,1
arg219313,arg219213,0.8466771245002747,2
arg219213,arg219239,0.041042864322662354,1
arg219461,arg219288,0.08104114234447479,1
arg219239,arg219255,0.8383272290229797,2
arg219278,arg219232,0.08378995954990387,1
arg219279,arg219227,0.8890234231948853,2
arg219255,arg219241,0.923090934753418,2
arg219213,arg219228,0.04435722902417183,1
arg219254,arg219292,0.029105737805366516,1
arg219461,arg219246,0.8752186298370361,2
arg219274,arg219295,0.07281486690044403,1
arg219274,arg219256,0.8138660788536072,2
arg219274,arg219270,0.10531261563301086,1
arg219269,arg219282,0.6583694815635681,2
arg219213,arg219254,0.8823534846305847,2
arg219255,arg219270,0.7914769649505615,2
arg219269,arg219227,0.9619247317314148,2
arg219218,arg219282,0.06013314798474312,1
arg219278,arg219461,0.06698964536190033,1
arg219233,arg219288,0.03355420380830765,1
arg219313,arg219278,0.9425522089004517,2
arg219461,arg219285,0.8313361406326294,2
arg219279,arg219256,0.8428478240966797,2
arg219270,arg219254,0.8770637512207031,2
arg219313,arg219227,0.9573623538017273,2
arg219246,arg219278,0.9023647308349609,2
arg219461,arg219241,0.8914386630058289,2
arg219232,arg219461,0.14166608452796936,1
arg219256,arg219270,0.058755259960889816,1
arg219313,arg219228,0.13751085102558136,1
arg219227,arg219241,0.16509325802326202,1
arg219213,arg219212,0.76751309633255,2
arg219461,arg219279,0.8606445789337158,2
arg219210,arg219307,0.13595443964004517,1
arg219269,arg219313,0.8416655659675598,2
arg219232,arg219295,0.09643814712762833,1
arg219295,arg219279,0.8507141470909119,2
arg219270,arg219292,0.05155571550130844,1
arg219232,arg219274,0.7953672409057617,2
arg219254,arg219461,0.062451206147670746,1
arg219255,arg219282,0.15799883008003235,1
arg219212,arg219285,0.1051478385925293,1
arg219270,arg219213,0.11071925610303879,1
arg219256,arg219204,0.8510679006576538,2
arg219227,arg219261,0.07112453132867813,1
arg219461,arg219313,0.11400917172431946,1
arg219212,arg219270,0.15249109268188477,1
arg219232,arg219270,0.47225111722946167,2
arg219218,arg219256,0.8978419899940491,2
arg219282,arg219461,0.8340865969657898,2
arg219218,arg219254,0.8677538633346558,1
arg219246,arg219233,0.8533510565757751,2
arg219228,arg219255,0.5306512117385864,2
arg219285,arg219313,0.10483172535896301,1
arg219278,arg219204,0.7804740071296692,0
arg219241,arg219232,0.21553881466388702,1
arg219295,arg219262,0.07296973466873169,1
arg219254,arg219233,0.1790972352027893,1
arg219255,arg219279,0.8951184749603271,2
arg219210,arg219261,0.7616757750511169,1
arg219313,arg219270,0.8497931957244873,2
arg219254,arg219278,0.10753056406974792,1
arg219218,arg219295,0.11923696845769882,1
arg219295,arg219212,0.8569195866584778,2
arg219227,arg219232,0.10706644505262375,1
arg219274,arg219292,0.04725591838359833,1
arg219285,arg219218,0.8607417345046997,2
arg219288,arg219210,0.8272461891174316,2
arg219461,arg219270,0.6986217498779297,2
arg219218,arg219213,0.09355171024799347,1
arg219255,arg219288,0.11741705983877182,1
arg219262,arg219255,0.8461992740631104,2
arg219295,arg219282,0.09856564551591873,1
arg219241,arg219270,0.15768295526504517,0
arg219269,arg219210,0.7880041003227234,2
arg219255,arg219210,0.31200167536735535,1
arg219254,arg219285,0.057510800659656525,1
arg219220,arg219246,0.08805134147405624,1
arg219461,arg219212,0.8238403797149658,2
arg219278,arg219285,0.05775713920593262,1
arg219228,arg219295,0.823864758014679,2
arg219232,arg219212,0.7606163024902344,2
arg219233,arg219270,0.10213925689458847,1
arg219313,arg219262,0.09965213388204575,1
arg219241,arg219212,0.19875968992710114,1
arg219313,arg219218,0.9230397939682007,2
arg219213,arg219285,0.1123386099934578,1
arg219274,arg219285,0.10259154438972473,1
arg219204,arg219227,0.8588836789131165,2
arg219232,arg219218,0.4138425290584564,2
arg219279,arg219274,0.16442307829856873,1
arg219213,arg219220,0.9202671647071838,2
arg219282,arg219307,0.13702581822872162,1
arg219212,arg219218,0.16848547756671906,0
arg219220,arg219212,0.08800683915615082,1
arg219282,arg219285,0.9257723093032837,2
arg219241,arg219279,0.755191445350647,2
arg219227,arg219233,0.8239614963531494,2
arg219233,arg219274,0.13917364180088043,1
arg219218,arg219261,0.12272952497005463,1
arg219241,arg219233,0.8497938513755798,2
arg219278,arg219261,0.07604897767305374,1
arg219295,arg219255,0.14604604244232178,1
arg219313,arg219261,0.8088695406913757,2
arg219241,arg219285,0.13955378532409668,1
arg219212,arg219246,0.511167585849762,0
778,80854,0.9257744550704956,2
806,62156,0.1982364058494568,1
790,800,0.9231695532798767,2
58082,806,0.09577836096286774,1
80854,809,0.07350421696901321,1
820,74907,0.08865661174058914,1
785,800,0.9521976709365845,2
820,798,0.043523792177438736,1
770,790,0.1006559506058693,1
804,74767,0.9284245371818542,2
804,80854,0.9387400150299072,2
790,814,0.9079279899597168,2
806,814,0.8974108695983887,2
820,785,0.03671669214963913,1
785,578317615,0.9293988347053528,2
79918,813,0.1410740613937378,1
814,29310,0.03499028831720352,1
804,43519,0.8475813865661621,2
578317615,789,0.03159940615296364,1
80854,821,0.04895370453596115,1
80854,789,0.02971016615629196,1
800,29310,0.03534828871488571,1
823,789,0.07809773087501526,1
798,58082,0.9012701511383057,2
820,809,0.09368840605020523,1
794,778,0.07937852293252945,1
43519,789,0.09170902520418167,1
72483,74767,0.8707790374755859,2
794,804,0.04606935381889343,1
817,820,0.11735393851995468,1
804,578317615,0.9345113039016724,2
62156,801,0.8739134073257446,2
785,778,0.8841657042503357,2
778,804,0.10604968667030334,1
788,804,0.04953886196017265,1
802,798,0.09520784020423889,1
824,794,0.9328425526618958,2
804,58082,0.8899606466293335,2
785,79918,0.9054387211799622,2
823,814,0.8777031302452087,2
29310,820,0.8896988034248352,2
80854,790,0.07827074825763702,1
29310,803,0.9125175476074219,2
798,794,0.9428548812866211,2
74767,780,0.10776224732398987,1
790,578317615,0.9235548377037048,2
813,74767,0.7775720953941345,2
822,801,0.8515516519546509,2
794,74767,0.1190343126654625,1
80854,806,0.07300296425819397,1
806,794,0.937224268913269,2
80854,803,0.06666246056556702,1
804,74907,0.8794767260551453,2
80854,788,0.13190396130084991,1
801,29310,0.06901562213897705,1
813,43519,0.08064700663089752,1
817,802,0.0936950072646141,1
824,814,0.8869349956512451,2
820,823,0.08241726458072662,1
62156,820,0.9242315888404846,2
789,788,0.9317814707756042,2
778,798,0.09359967708587646,1
824,58082,0.8466987609863281,2
794,785,0.0372326523065567,1
789,794,0.9471933841705322,2
814,789,0.03296121209859848,1
74907,794,0.847412109375,2
817,804,0.042604781687259674,1
794,43519,0.060638170689344406,1
80854,824,0.0473894402384758,1
578317615,806,0.07713349908590317,1
79918,789,0.04883464798331261,1
29310,74907,0.8036282062530518,2
62156,814,0.9370176196098328,2
74907,806,0.09085454046726227,1
820,804,0.04899132251739502,1
821,62156,0.1394144892692566,1
578317615,822,0.06814859807491302,1
789,820,0.9015259742736816,2
813,798,0.051824770867824554,1
74767,789,0.04154844954609871,1
770,822,0.15890462696552277,1
29310,794,0.9478344917297363,2
79918,62156,0.08335661143064499,1
80854,780,0.069418765604496,1
798,809,0.8682922720909119,2
62156,770,0.9007928371429443,2
62156,800,0.9437779784202576,2
778,814,0.8948674201965332,2
785,788,0.9447054862976074,2
800,806,0.08842946588993073,1
80854,822,0.06392104923725128,1
804,814,0.9206002354621887,2
798,578317615,0.9382503032684326,2
