,actual_mem_quote,sentence_a,sentence_b,label,confidence,title,mem_line_no,nonmem_line_no
498,"You keep eating your hand and you're not gonna be hungry for lunch...
",I think your old man and my old man should get together and go bowling.,You keep eating your hand and you're not gonna be hungry for lunch...,1,0.8760260343551636,"the breakfast club
",141518,142142
499,"Hey, homeboy, what do you say we close that door, we'll get the prom queen impregnated.
",...why don't you go close that door. We'll get the prom queen-- impregnated!,I have such a deep admiration for guys that roll around on the floor with other guys!,0,0.9572833739221096,"the breakfast club
",141534,141598
500,"You ask me one more question and I'm beating the shit out of you.
","It's all part of your image, I don't believe a word of it.",You ask me one more question and I'm beating the shit out of you!,1,0.9616889953613281,"the breakfast club
",141884,141864
501,"Oh, obscene finger gestures from such a pristine girl.
",You like your old man better than your mom?,Oh...obscene finger gestures from such a pristine girl!,1,0.7053375244140625,"the breakfast club
",141741,141700
502,"Does Barry Manilow know that you raid his wardrobe?
",Does Barry Manilow know you raid his wardrobe?,You know what I got for Christmas this year?,0,0.9481462799012661,"the breakfast club
",141515,142183
503,"You're kind of sexy when you're angry.
",You're pretty sexy when you get angry...grrr!,I take shop...you must be a fuckin' idiot!,0,0.603590726852417,"the breakfast club
",141532,142148
504,"Sometimes you just need the honesty and security of a whore.
",Sometimes you just need honesty...and security.,Because I can get into this vault in half an hour.,0,0.9451575726270676,"killing zoe
",445145,445208
505,"Come on up and watch TV.
",Come inside. Watch TV.,That's what I am told.,0,0.9558043442666531,"thunderheart
",809112,809259
506,"Well, well, well, the Washington Redskin.
",Are you the Washington Redskin?,"But I tell you what, Suit.",0,0.9526422172784805,"thunderheart
",809006,809307
507,"Never trust a fucking angel.
",Never trust a fucking angel.,Why do you need me?,0,0.9518225453794003,"the prophecy
",619695,619710
508,"Free cable is the ultimate aphrodisiac.
",I got her back for you.,Free cable is the ultimate aphrodisiac.,1,0.9646650552749634,"cable guy
",156109,156107
509,"I asked my girlfriend to marry me and she asked me to move out.
",If you're around you should drop by and check out the new apartment.,"I miss her. I asked her to marry me, and she asked me to move out.",1,0.9643718004226685,"cable guy
",155683,155707
510,"I guess you're not home.
",You got me pretty fucking curious.,I guess you're not home.,1,0.907736100256443,"the bourne identity
",137623,137619
511,"He went out the window... why would someone do that?
",He went out the window -- why? -- why would someone do that?,You stayed there five times in the past six months.,0,0.6364803314208984,"the bourne identity
",137694,137739
512,"I'm gonna break your face!
",I'm gonna check dinner.,Why don't you wait until morning.,0,0.5967652797698975,"evil dead
",266500,266520
513,"We can't bury Shelly - S-She's a friend of ours.
","What the hell are you doing down here, jerkin' off?",You...can't bury Shelly. She's a friend of ours isn't she?,1,0.9478363990783691,"evil dead
",266668,266534
514,"Oops... slippery little suckers.
",Slippery little suckers...,"You're upset, huh?",0,0.9442126527428627,"pretty woman
",615541,615555
515,"Do you think he'll ever kiss me again?
","Great, because I haven't quite bankrupted us yet.",You think he'll ever want to kiss me again?,1,0.9319261312484741,"the next three days
",561048,561038
516,"I can't believe I flew 10,000 miles for this shit!
",I can't believe I flew ten-thousand miles for this shit.,Now start practicing and don't make me come back here!,0,0.840544581413269,"rush hour 2
",658306,658337
517,"I hate that fortune cookie shit.
",I hate that fortune cookie shit.,He never begged for his life.,0,0.9562345035374165,"rush hour 2
",658933,658946
518,"All he wanted was some Mushu.
",All he wanted was some mu-shu.,I can get to Ricky Tan.,0,0.950694628059864,"rush hour 2
",658431,658409
519,"I'm gonna give you an L.A.P.D ass-whuppin'!
",I'm gonna solve this case myself. Taxi!,"No, don't do that, I had a big lunch.",0,0.9536818750202656,"rush hour 2
",658434,658424
520,"I think someone better call the police.
",Someone better call the police.,"Don't worry, the plates are safe.",0,0.9258299618959427,"rush hour 2
",658245,658764
521,"The appearance of law must be upheld, especially when it's being broken.
",It's not the sort of responsibility the founding fathers might have recognized.,"Oh Jesus, no. The appearance of law must be upheld, especially while it's being broken.",1,0.9667003154754639,"gangs of new york
",310031,310027
522,"I come for my due and proper.
","It's the young Vallon, is it?","I've come for my due and proper, Shang.",1,0.9508939981460571,"gangs of new york
",310108,310111
523,"Is the colonel's underwear a matter of national security?
",Is the Colonel's underwear a matter of national security?,"Santiago wasn't going anywhere, isn't that right, Colonel.",0,0.8189282119274139,"a few good men
",7789,7806
524,"Oh, spare me the psychobabble father bullshit.
","Please, spare me the psycho-babble father bullshit. Dawson and Downey'll have their day in court, but they'll have it with another lawyer.",We'll work out of my apartment.,0,0.9541084840893745,"a few good men
",7113,7127
525,"So this is what a courtroom looks like.
",Their fate was sealed the moment Santiago died.,So this is what a courtroom looks like.,1,0.958617091178894,"a few good men
",7129,7115
526,"Maybe, if we work at it, we can get Dawson charged with the Kennedy assassination.
",Maybe if we work at it we can get Dawson charged with the Kennedy assassination.,"Thank you for playing ""Should We or Should-We-Not Follow the Advice of the Galacticly Stupid"".",0,0.9488300085067749,"a few good men
",7642,7677
527,"Whatever happened to saluting an officer when he leaves the room?
",What happened to saluting an officer when he leaves the room?,Dawson's gonna go to jail just to spite me.,0,0.8697013407945633,"a few good men
",7101,7102
528,"We do not negotiate with terrorists!
",We don't negotiate with terrorists. There are other options.,Can I offer you a drink?,0,0.9559836313128471,"land of the dead
",460963,460965
529,"In a world where the dead are returning to life, the word ""trouble"" loses much of its meaning.
","In a world where the dead are returning to life, the word `trouble' loses much of its meaning. He wants money.",I could send five hundred men against that thing and they'd all come back in body bags.,0,0.9555768556892872,"land of the dead
",460961,460973
530,"What happened, Riley, did you get fucked?
",I like the iron I already got.,"What happened, Riley. Didja get fucked?",1,0.965222954750061,"land of the dead
",460839,460985
531,"I don't usually need that many.
","I don't norm'lly need two shots, Riley.","Gotta go get the keys, Riley.",0,0.7212569713592529,"land of the dead
",461231,461033
532,"OK, brother, then you can go to some nice warm place, and I don't mean California.
","Listen, Jim -- and if you wisecrack while I'm talking I'll crown you with the inkwell.","All right, brother. Then you can go to some nice warm place, and I don't mean California.",1,0.9108273983001709,"mystery of the wax museum
",552169,552036
533,"I don't know WHAT he was, but he made Frankenstein look like a lily!
","Now, look, I want you to drive me around the corner and wait for me.","I don't know what he was, but he made Frankenstein look like a lily!",1,0.7510310560464859,"mystery of the wax museum
",552222,552167
534,"The Vietnam War was fought over a bet that Howard Hughes lost to Aristotle Onassis.
","You know, Flip, Vietnam War was fought because of a bet Howard Hughes lost to Aristotle Onasis.","Don't know, but he looks a lot more like Rosie O'Donnel than Ben Franklin.",0,0.8720400631427765,"conspiracy theory
",188903,189643
535,"This guy's a restraining order waiting to happen.
",That I won't be back for two weeks.,"Jerry, you are a restraining order waiting to happen.",1,0.9610371589660645,"conspiracy theory
",188925,188921
536,"I am an American citizen, and I demand to see Alice Sutton.
",You're the closest thing I got to a friend around here.,I'm an American and I demand to see Liza Sutton!,1,0.9535927772521973,"conspiracy theory
",188918,189665
537,"If you could remember who stabbed you with the wheelchair, and where it happened it would really help.
",You've been my best friend for years and I didn't even know you were out there.,"If you could remember who shot you and where it happened, it might help.",1,0.8386909365653992,"conspiracy theory
",189014,189638
538,"I want to lie together without clothes on.
",I want to lie together without clothes on. How many would that be?,"I don't eat, I don't sleep.",0,0.9528777040541172,"the piano
",602231,602269
539,"This tie cost more than your entire wardrobe... it's the one thing that stands between me and the jungle.
",It's the one thing that stands between me and the jungle.,"Like running into a liquor store with a .357 magnum in your hand, feeling the adrenalin pumping through your veins.",0,0.8995359241962433,"strange days
",750315,750289
540,"This is what we laughingly refer to as a plan, right?
","This is what we laughingly refer to as a plan, right?",What was Iris doing riding around with Jeriko wearing a wire?,0,0.870966374874115,"strange days
",750864,750826
541,"The issue isn't whether you're paranoid, but whether you're paranoid enough.
","So there's no information on the street, which is how cases get made.","The question is not whether I am paranoid, but whether I am paranoid enough. You want to rub my neck?",1,0.9645329713821411,"strange days
",750633,750619
542,"Paranoia is just reality on a finer scale.
",I already got everything I need from you.,Paranoia's only reality on a finer scale.,1,0.9599722623825073,"strange days
",750468,750447
543,"Look... everyone needs to take a walk to the dark end of the street sometimes, it's what we are.
","Then he goes around for months, torn up worrying that he's got AIDS, that he'll infect his wife.","Everybody needs to take a walk to the dark end of the street sometime, it's what we are. But now the risks are outa line. The streets are a war zone. And sex can kill you. So you slip on the trodes, you get what you need and it keeps you from jumping your tracks.",1,0.9615470170974731,"strange days
",750379,750377
544,"The only time a whore should open her mouth is when she is giving head.
",The only time a whore should open her mouth is when she's giving head.,I'll be up in a while to help you ring in the New Year.,0,0.9485671408474445,"strange days
",750597,750856
545,"Oooh... a little B&E action.
","Alright, a little B&E action.",Go to the Sunset Sheraton.,0,0.9337470531463623,"strange days
",750530,750533
546,"Jesus Lenny, you scared the fuck out of me!
",Lenny! Jesus! You scared the Hell out of me.,I was trying to keep you out of this.,0,0.9553403817117214,"strange days
",750822,750825
547,"The gunshot holds no fear!
",The gunshot holds no fear. Say it.,Nothing to do with me.,0,0.9552197828888893,"man on fire
",503697,503682
548,"He'll deliver more justice in a weekend than ten years of your courts and tribunals.
","So, if you'll do me a favor and let me the fuck out of here...","He'll deliver more justice in a weekend, than ten years of your courts and tribunals. So stay out of his way.",1,0.9604028463363647,"man on fire
",504035,504042
549,"I don't fucking know how to pray.
",Dear God... I don't know how to pray.,I just... we're running a little late.,0,0.9492236785590649,"very bad things
",850809,850831
550,"I'll give you a dollar if you eat this collie.
",I'll give you a dollar to eat this collie.,"Most people don't have anything on their minds, do they?",0,0.9163825958967209,"badlands
",87065,87084
551,"Hey, I found a toaster.
",I found a toaster.,I came in the front.,0,0.8711925894021988,"badlands
",87195,87189
552,"Mrs. Robinson, if you don't mind my saying so, this conversation is getting a little strange.
",Excuse me - I think I'd just like to check something on the car for a minute -,Mrs. Robinson - if you don't mind my saying so - this conversation is getting a little strange. Now I'm sure that Mr. Robinson will be here any minute and -,1,0.9643951654434204,"the graduate
",335339,335251
553,"Do you need any gas, Father?
","You need any gas, Father?",Six blocks up - three blocks over.,0,0.9218677133321762,"the graduate
",336459,336458
554,"Tell me, Mr. Anderson, what good is a phone call when you are unable to speak?
","But I believe that, as a species, human beings define their reality through suffering and misery.","And tell me, Mr. Anderson, what good is a phone call iy you are unable to speak?",1,0.9565917253494263,"the matrix
",516011,516533
555,"Welcome to the desert of the real.
",This is Chicago as it exists today.,'The desert of the real.',1,0.5963134765625,"the matrix
",516175,516174
556,"Find them and destroy them
",Find them and destroy them!,"Can you hear me, Morpheus?",0,0.8418673723936081,"the matrix
",516583,516570
557,"I'm going to enjoy watching you die, Mr. Anderson.
","I must get out of here, I must get free.","I'm going to be as forthcoming as I can be, Mr. Anderson. You are here because we need your help.",1,0.964946985244751,"the matrix
",516001,516573
558,"Never send a human to do a machine's job.
",Never send a human to do a machine's job.,"Human beings are a disease, a cancer of this planet.",0,0.5212734937667847,"the matrix
",516505,516554
559,"Welcome to the real world.
",You know what real is?,Welcome to the real world!,1,0.9614583253860474,"the matrix
",516280,516283
560,"Nothing that a bottle of Jack and a straight razor won't fix.
",And I think I stole that from the back of an in-flight magazine.,"No, Im fine, really. Nothing a bottle of Jack and a straight razor cant fix.",1,0.9665372371673584,"the wedding date
",797771,797822
561,"Mom, this is so not the time to be yourself.
","Please, Mom. This is not the time to be yourself.","Or mmm-- Gorgeous, I was insane to let you go!",0,0.9566432349383831,"the wedding date
",797215,797206
562,"I look like a total wanker, don't I?
","I look like a total wanker, dont I?",I hear that make-up sex is the best kind.,0,0.952559731900692,"the wedding date
",797803,797646
563,"Oh sweet Jesus, who gave that woman an amp?
",She must have drowned her rules in the Chardonnay.,"Sweet Jesus, who gave that woman an amp?",1,0.9569823741912842,"the wedding date
",797231,797311
564,"I'd rather fight with you than make love with anyone else.
",That everybody knew and no one respected you enough to tell you?,Id rather fight with you than make love to anyone else.,1,0.9494805335998535,"the wedding date
",797816,797744
565,"Let me teach you a trick: if you look people in the eye, they won't notice what you're wearing.
","Ill teach you a trick. If you look people in the eye, theyll never even notice what you have on.","And then, I was going to get out of here and leave you alone, but halfway to the station, I realized--",0,0.952291764318943,"the wedding date
",797192,797815
566,"Do you think you are the only one who feels anything?
",Do you think you're the only one who feels anything? Is that what you think?,"Geoffrey thinks it's the thing in the desert, the trauma.",0,0.9557867124676704,"the english patient
",259246,258973
567,"You speak so many bloody languages, and you never want to talk.
",You speak so many bloody languages and you never want to talk.,"He was shouting - I love you, Katharine, I love you so much.",0,0.4709022641181946,"the english patient
",259352,259343
568,"I wanted to meet the man who could write such a long paper with so few adjectives.
",I wanted to meet a man who could write such a long paper with so few adjectives.,"We are the real countries, not the boundaries drawn on maps with the names of powerful men...",0,0.8873744010925293,"the english patient
",258575,259459
569,"There is no God, but I hope someone watches over you.
",You know - the hollow - here - does that have an official name?,There is no God. But I hope someone looks after you.,1,0.9662137031555176,"the english patient
",259317,259128
570,"If you live another day I will be very impressed.
","Look, you gave me some work over the last year.","Hey, if you live another week I'll be impressed.",1,0.9586900472640991,"enemy of the state
",258016,258018
571,"You are in a position unsuitable to give orders.
",But I don't believe you would kill yourself!,"You are in no position to give orders, Dr. Jones.",1,0.9154806137084961,"indiana jones and the temple of doom
",405587,405589
572,"Too much to drink, Dr. Jones?
","Five minutes, Dr. Jones...",No -- don't you see -- crawling --,0,0.9519913792610168,"indiana jones and the temple of doom
",405357,405365
573,"That's either the creepiest... or the sweetest thing I have ever heard.
",That was either the creepiest... or the sweetest thing I've ever heard.,"I don't, I didn't -- I met this girl earlier, Minnie Tyco?",0,0.9282547235488892,"disturbia
",231579,231538
574,"God put you in my path and I aim to cure you of your wicked ways.
",God saw to it to put you in my path. And I aim to cure ya of your wickedness.,"Way I see it, it's gonna take a while for you to get right.",0,0.9561750963330269,"black snake moan
",115197,115179
575,"Oh, come on this is crazy; maybe she doesn't want to be found.
",So why did you need the Addam's Family mansion for a scientific test?,We can't stay here looking for her. She doesn't want to be found...,1,0.964870810508728,"the haunting
",361841,361521
576,"You find out what you wanted to know... doctor?
","You find out what you wanted to know, mister?","You find out what you wanted to know, mister?",1,0.6342086791992188,"the haunting
",361882,361888
577,"He won't let them go!
","Nothing, if you leave right now.",No! No! Let them go!,1,0.9637031555175781,"the haunting
",361870,361865
578,"She was asking about you earlier in a way that made me very jealous...
","I can't get over you two. She was asking about you earlier, Rick, in a way that made me extremely jealous.",But what a fool I am talking to a beautiful woman about another man.,0,0.956101730465889,"casablanca
",157688,157605
579,"I'm on their blacklist - their roll of honor!
",I guess that's about all they're worth.,"I'm on their blacklist already, their roll of honor.",1,0.9459865093231201,"casablanca
",157770,157758
580,"I stick my neck out for *nobody*!
",I stick my neck out for nobody.,Mistakes like that happen all the time.,0,0.9173941612243652,"casablanca
",157438,157432
581,"If he ever gets a *word* in, it'll be a major Italian *victory*.
",If he gets a word in it'll be a major Italian victory.,"Well, Rick, you're not only a sentimentalist, but you've become a patriot.",0,0.6665343046188354,"casablanca
",157418,158410
582,"Louis, I think this is the beginning of a beautiful friendship.
","Louis, I think this is the beginning of a beautiful friendship.",You're getting on that plane with Victor where you belong.,0,0.6886759996414185,"casablanca
",158418,158361
583,"I wouldn't bring up Paris if I were you, it's poor salesmanship.
",Your unexpected visit isn't connected by any chance with the letters of transit?,-- I wouldn't bring up Paris if I were you. It's poor salesmanship.,1,0.9640599489212036,"casablanca
",158194,158186
584,"Of all the gin joints, in all the towns, in all the world, she walks into mine.
","Because you knew what it would be like, hiding from the police, running away all the time?","Of all the gin joints in all the towns in all the world, she walks into mine.",1,0.9569125175476074,"casablanca
",157745,157915
585,"Realizing the importance of the case, my men are rounding up twice the usual number of suspects.
","Realizing the importance of the case, my men are rounding up twice the usual number of suspects.","Rick, we are to have an important guest tonight, Major Strasser of the Third Reich, no less.",0,0.05436992645263672,"casablanca
",157303,157442
586,"Wow, I guess you can light a fart on fire, huh?
","Wow, I guess you CAN do that!",My money is just as good as any white person's!,0,0.941785391420126,"south park: bigger longer & uncut
",715409,715192
587,"Shut of ze power Cartman, zis is very important Cartman.
",You're all a bunch of stupid sons a bitches!,"Shut of ze Power, Cartman. Zis is very important, Cartman... Stupid British piece of shi- OW!",1,0.9585539102554321,"south park: bigger longer & uncut
",716113,716384
588,"Ya like that, don't ya, bitch?
","Yeah, you like that, don't you bitch?",Well what are you waiting for pal?!,0,0.9465767852962017,"south park: bigger longer & uncut
",715833,715692
589,"This little scrotum sucker deceived us.
",This little scrotum sucker willfully deceived us! You are a bad man!,How's that for last words?,0,0.9502352997660637,"south park: bigger longer & uncut
",715485,716180
590,"All combat takes place at night, in the rain, and at the junction of four map segments.
","All Combat takes place at night, in the Rain, and at the Junction of four Map Segments...","I read the first draft of the Warren Report, said he was killed by a Drunk Driver.",0,0.9525423794984818,"wag the dog
",855288,854455
591,"We're not gonna have a war, we're gonna have the appearance of a war.
","It's gotta be quick, it's gotta be dramatic, you got to have an enemy.","We aren't going to have a war. We're going to have the ""appearance"" of a war.",1,0.9625284671783447,"wag the dog
",854322,854340
592,"I just bet my balls and shook on it.
",I just bet my balls and shook on it.,I'm going to see what the hell happened.,0,0.903601884841919,"bachelor party
",82149,82027
593,"A strange wang right in my palm.
",I've seen another man's diddly.,A strange wang right in my palm.,1,0.948360800743103,"bachelor party
",82231,82474
594,"To girls with big tits!
","Where's the women, man?",To girls with big pairs.,1,0.9523268938064575,"bachelor party
",81704,81974
595,"I just cannot believe any of this voodoo bullshit!
",Now how could somebody get to it without you knowing?,"I just can't believe this voodoo bullshit. You believe this voodoo bullshit, Blair?",1,0.9637601375579834,"the thing
",801778,801975
596,"Anybody touches me, and we go!
",So help me I mean it!,Anybody touches me... we go.,1,0.9638479948043823,"the thing
",802178,802175
597,"Maybe we're at war with Norway?
",Maybe we at war with Norway.,Bet the last place you ever go.,0,0.9440435543656349,"the thing
",801619,802285
598,"It's not contaminated, you don't even know what that word means.
",You don't even know what that word means.,What if Bo's baby monitor is picking up signals from the extraterrestrials?,0,0.9182390719652176,"signs
",693563,693763
599,"Looks a little like our house doesn't it?
",Looks a little like our house doesn't it?,There is no one watching out for us Merrill.,0,0.9451802484691143,"signs
",693872,693841
600,"It's like War of the Worlds.
","I'm sorry, what book is this?",It's like War of the Worlds.,1,0.9527754783630371,"signs
",693932,693917
601,"See this is why we're not watching TV, people become obsessed.
",See this is why we're not watching those news reports. People get obsessed. I'm letting go now.,Even entertaining the possibility of this for a minute has been exciting.,0,0.9558437205851078,"signs
",693784,693801
602,"You'll lose the signal.
",How can you say that?,You'll lose the signal!,1,0.5186477899551392,"signs
",693787,693827
603,"Have you checked the children?
",You've called the police?,Have you checked the children?,1,0.8917945623397827,"when a stranger calls
",865213,865308
604,"I'll torture you so slowly, you'll think it's a career.
",I helped George help the Mario Brothers and Gates help get you out....,"I'll torture you so slowly you'll think it's a career! I'll kill your family, your friends, and the bitch you took to the Prom!",1,0.9634091854095459,"hudson hawk
",391440,391240
605,"Is looking like a constipated warthog a prerequisite for getting a job in the art world?
","I'm not happy about having to steal that horse, but I do have my pride.",Is looking like a constipated warthog a prerequisite to getting a job in the art world?,1,0.9646897315979004,"hudson hawk
",391176,391163
606,"You fuck my freedom for a lousy job?
",You bastard! You fucked my freedom for a lousy job!,You fucked my freedom for a lousy job.,0,0.9515539854764938,"hudson hawk
",391450,391456
607,"Did anything about that seem unusual to you?
",Gives her time to get the wrong impression.,Anything about that seem unusual to you?,1,0.9290158748626709,"men in black
",523148,523157
608,"Unlimited technology from the whole universe, and we cruise 'round in a Ford P.O.S.
","Maybe you're a badass in your hive, but this is New York City.",We got the use of unlimited technology from the entire universe and we cruise around in this?,1,0.6254147589206696,"men in black
",523112,523525
609,"Interesting job you boys have...
",You're a wonderful dad.,Interesting job you guys got.,1,0.9338068962097168,"men in black
",523545,523498
610,"Get your big butt back in the house!
","Nothing but undeveloped, unevolved, barely conscious pond scum.",Get your big butt back in that house!,1,0.9654674530029297,"men in black
",522981,523054
611,"We'll take it from here.
",Maybe you won't have to.,We'll take it from here.,1,0.3583921194076538,"men in black
",522808,523554
612,"I told you, if you ever touch me again, I'll kill you.
",You're gonna go in the Denny's restaurant and stay there.,If you touch me again... I'll kill you.,1,0.9563164710998535,"the last boy scout
",462222,462456
613,"She's been the weak tit on this mama cat ever since this whole thing started!
",She's been the weak tit on this mama cat since the beginning.,"Anyway, we want to help her get some money for the baby by robbing a bank.",0,0.9469330795109272,"sugar & spice
",755791,755580
614,"You know, Phillip, you have a goddamned red, white and blue American right to eat cotton candy and ride roller coasters.
","You know, Phillip, you have a goddammed red, white and blue American right to eat cotton candy and ride roller coasters.","She is, was Phil, er Buzz's stepmother, so she's his mom, was his mom, stepmom, but... she's dead.",0,0.944743312895298,"a perfect world
",596235,596280
615,"You're a fucking crazy man.
",Yer' a fuckin' crazy man.,You ever try that shit again...,0,0.8659912049770355,"a perfect world
",595633,595616
616,"I need me a time machine with a loud radio to take me where I'm going.
","Naw, Phillip, I need me a time machine with a loud radio to take me where I'm goin'. Walkin's for squares.","'Dear Robert, I just wanted to tell you that me leaving has nothing to do with you.",0,0.9529828131198883,"a perfect world
",596573,596557
617,"Sure don't look none too prosperous.
",She shore don't look prosperous. Want to go somewheres else?,Don't matter what kin' either.,0,0.955325223505497,"the grapes of wrath
",340119,340107
618,"Takes no nerve to do something, ain't nothin' else you can do.
",It don't take no nerve to do somep'n when there ain't nothin' else you can do.,Uncle John don't talk much but when he does he shore talks sense.,0,0.9501931816339493,"the grapes of wrath
",340049,340041
619,"What landed you this job, pushing ""pamcakes""?
","What landed you this job, pushing ""pamcakes""? Punctuality? What was your area of expertise?","That's right, Stud, hold me down.",0,0.9572176821529865,"hellboy
",368548,368510
620,"Second date, no tongue!
",Second date. No tongue!!,I hope that hurt.,0,0.9560150280594826,"hellboy
",368585,368586
621,"Hell will hold no surprises for us.
",What did they do to your eyes?,Hell will hold no surprises for us.,1,0.6618877649307251,"hellboy
",368819,368271
622,"You killed my father, your ass is mine!
",You killed my father --,"But -- -- she'll take care of you, Myers.",0,0.8133555501699448,"hellboy
",368764,368753
623,"I'm fireproof, you're not.
",I'm fireproof. You weren't.,Tell Father I'll be home.,0,0.9553245157003403,"hellboy
",368430,368434
624,"Didn't I kill you already?
",You can do better than that.,Didn't I kill you already?,1,0.9575308561325073,"hellboy
",368579,368581
625,"Then you are like us; your home is here.
","It was asubject not to be spoken of, Captain.",Then you are like us.,1,0.954512357711792,"apocalypse now
",65111,65120
626,"The war will still be here tomorrow.
",The war will still be here tomorrow.,What will you do after the war?,0,0.6415926218032837,"apocalypse now
",65107,65112
627,"We're not so different as you might think.
",We're not so different as you might think. I was abandoned repeatedly as a child. My mama'd drag me along to some new town so she could take up with another man she'd met. Night after night she'd lock me in the hotel room -- Mama'd turn the latch and tell the staff not to let me out no matter what. I was terrified -- I'd scream my head off -- till finally I'd collapse on the carpet next to the door and fall asleep. After years of this she just left me with relatives in Alabama.,It's a wonderful moment and a rare one.,0,0.9548891186714172,"capote
",156872,156902
628,"I'm gonna go get Ted, just don't fall apart on me now!
","Also, we're heading right for the sun and can't seem to change course.","I've got to get Ted. Just don't come apart on me now, Simon.",1,0.9656044244766235,"airplane ii: the sequel
",25859,25867
629,"Ok, Mr. 2-time-Grand-Prix-5-time-WRL-future-Hall-of-Fame... teach me something.
",See you at the finish line.,"Ok Mr. Two Time Grand Prix, Five time WRL, future Hall of Fame, teach me something.",1,0.9667778015136719,"speed racer
",721037,721042
630,"And then, Black Beauty couldn't take it any longer and he finally did some of his own mounting.
","No, it's these... fucking queers on blades that can't accept a fucking pass to save their lives!","...And then Black Beauty couldn't take it any longer, and he finally did some of his own mounting.",1,0.8665411174297333,"chasing amy
",169467,169527
631,"Now *that*, my friend, is a shared moment.
",How can a girl 'fuck' another girl!,"Now that, my friend, is a.. ...shared moment",1,0.9089696183800697,"chasing amy
",169261,169279
632,"Since you like chicks, right, do you just look at yourself naked in the mirror all the time?
","She does this big ol' pelvic thrust - cracks my tooth in half, sends it down my throat.","Since you like chicks, right.. do you just look at yourself in the mirror all the time?",1,0.9424595832824707,"chasing amy
",169315,169308
633,"Archie is *not* fucking Mr. Weatherbee!
",Like I care about your shit.,You're insane. Archie is not fucking Mister Weatherbee!,1,0.9586701393127441,"chasing amy
",169138,169182
634,"This is all gonna end badly.
",This is all going to end badly.,My agenda is to watch your back.,0,0.7517718523740768,"chasing amy
",169680,169690
635,"I feel a hate crime coming on.
","Man, I feel a hate-crime coming on",We're gonna take off soon...,0,0.8650177866220474,"chasing amy
",169071,169063
636,"If this is a crush, I don't think I could take it if the real thing ever happened.
","And not in a misplaced affection, puppy-dog way, although I'm sure that's what you'll call it.",If this is a crush... then I don't know if I could take the real thing if it ever happens.,1,0.958128809928894,"chasing amy
",169669,169653
637,"I think it's more like Banky's having a real problem with all things not hetero right about now.
",I think it's more like Banky's having a problem with all things not hetero right about now. And I'm just another paradigm of said aberration.,"Kind of gal Alyssa is, you don't think she's been in the middle of an all - girl group-grope?",0,0.9562041312456131,"chasing amy
",169771,169789
638,"Bring on the free hooch!
",Alright - bring on the free hootch.,"Oh, you had a moment!",0,0.9549667201936245,"chasing amy
",169193,169188
639,"Let's put the women and children to bed and go lookin' for dinner!
","My dad, brothers, uncles -- we all drink and sooner or later we all fuck up.","O.K., time to put the women and children to bed, and go looking for dinner.",1,0.9615874290466309,"the program
",619074,619050
640,"Godfather has more eyes than a pineapple!
",We must stand by him as one.,Close the door. The Godfather has more eyes than a pineapple.,1,0.9657388925552368,"city of joy
",179511,179548
641,"He jests at scars that never felt a wound.
",Can I go forward when my heart is here?,He jests at scars that never felt a wound.,1,0.959430456161499,"romeo & juliet
",652378,652371
642,"The world is not thy friend, nor the world's law.
","The world is not thy friend, nor the world's law. Then be not poor, but break it and take this.","Mercutio's soul Is but a little way above our heads,",0,0.9559436999261379,"romeo & juliet
",652870,652623
643,"Well, Juliet, I will lie with thee tonight.
",I pay thy poverty and not thy will.,"Well Juliet, I will lie with thee tonight.",1,0.692702054977417,"romeo & juliet
",652863,652873
644,"A dog of the house of Capulet moves me!
",They must take it in sense that feel it.,A dog of the house of Capulet moves me!,1,0.9587321281433105,"romeo & juliet
",652028,652044
645,"Tempt not a desperate man!
",Shall I believe that unsubstantial,Tempt not a desperate man!,1,0.9559347629547119,"romeo & juliet
",652913,652921
646,"You kiss by the book.
","O, be some other name!",You kiss by th' book.,1,0.8677492141723633,"romeo & juliet
",652343,652394
647,"Romeo, thou art a villain.
",Thou art a villain!,"Mercutio, thou consortest with Romeo.",0,0.8483598232269287,"romeo & juliet
",652587,652576
648,"Be not so long to speak; I long to die!
","That may be, sir, when I may be a wife.",Be not so long to speak. I lone to die!,1,0.9598573446273804,"romeo & juliet
",652800,652783
649,"A pretty piece of flesh I am!
",Shall I be married then tomorrow morning?,"I am a pretty piece of flesh! I am a pretty piece of flesh! Me, they shall feel while I am able to stand; I am a pretty piece of flesh!",1,0.9612413644790649,"romeo & juliet
",652045,652818
650,"I will bite my thumb at them, which is a disgrace to them, if they bear it.
",I will bite my thumb at them; which is a disgrace to them if they bear it.,"Ay, the heads of the maids, or their maiden heads, take it in what sense thou wilt.",0,0.9307043552398682,"romeo & juliet
",652059,652043
651,"Ask for me tomorrow, and you shall find me a grave man.
",And thou make minstrels of us look to hear nothing but discords.,'Twill serve. Ask for me tomorrow and you shall find me a grave man.,1,0.9641146659851074,"romeo & juliet
",652610,652577
652,"I've come for you, Margaret.
","Not till I'm dead, Eric.","I've come for you, Margaret.",1,0.9655077457427979,"get carter
",313066,313044
653,"Do you want to be dead Albert?
","Do you want to be dead, Albert?",Or do we piss about all day?,0,0.7605694532394409,"get carter
",313024,313042
654,"Who do you think you're fuckin' with?
",Why should I give house- room to your sort?,Where do you think you're going?,1,0.8947098255157471,"get carter
",312734,312728
655,"Take your clothes off.
",Take your clothes off.,Keep your pants on.,0,0.9483263492584229,"get carter
",313077,313078
